NroFactura,IDCliente,Descripcion,Categoria,Cantidad,PrecioUnitario,PrecioTotal,FechaFactura,Ciudad
FAC03046,C0293,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-06-14,Mar del Plata
FAC01868,C0122,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-06-14,Rosario
FAC02895,C0269,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-06-14,Rosario
FAC03686,C0387,Planta Artificial,Decoracion,3,16600.0,49800.0,2024-06-14,Córdoba
FAC01868,C0122,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-06-14,Rosario
FAC02895,C0269,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-06-14,Rosario
FAC02895,C0269,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-06-14,Rosario
FAC02895,C0269,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-06-14,Rosario
FAC02181,C0168,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-06-14,Rosario
FAC02181,C0168,Perchero Entrada,Decoracion,4,33200.0,132800.0,2024-06-14,Rosario
FAC02181,C0168,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-06-14,Rosario
FAC02181,C0168,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-06-14,Rosario
FAC01019,C0003,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-06-14,Córdoba
FAC01462,C0064,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-06-14,Buenos Aires
FAC01019,C0003,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-06-14,Córdoba
FAC03101,C0302,Album de Fotos,Regaleria,4,18100.0,72400.0,2024-06-14,Buenos Aires
FAC03101,C0302,Set Velas x3,Velas,2,15100.0,30200.0,2024-06-14,Buenos Aires
FAC01019,C0003,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-06-14,Córdoba
FAC03766,C0398,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-06-14,Buenos Aires
FAC01282,C0039,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-06-14,Córdoba
FAC01282,C0039,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-06-14,Córdoba
FAC01659,C0089,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-06-14,Mar del Plata
FAC01282,C0039,Album de Fotos,Regaleria,3,18100.0,54300.0,2024-06-14,Córdoba
FAC01282,C0039,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-06-14,Córdoba
FAC01282,C0039,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-06-14,Córdoba
FAC02650,C0237,Espejo Redondo,Decoracion,2,30200.0,60400.0,2024-06-15,Buenos Aires
FAC02604,C0231,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-06-15,Buenos Aires
FAC01968,C0134,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-06-15,Buenos Aires
FAC01968,C0134,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-06-15,Buenos Aires
FAC01968,C0134,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-06-15,Buenos Aires
FAC01968,C0134,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-06-15,Buenos Aires
FAC02604,C0231,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-06-15,Buenos Aires
FAC02650,C0237,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-06-15,Buenos Aires
FAC01968,C0134,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-06-15,Buenos Aires
FAC02141,C0161,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-06-15,Mendoza
FAC01187,C0026,Delantal de Cocina,Cocina,1,12800.0,12800.0,2024-06-15,Mar del Plata
FAC01399,C0057,Salero Porcelana,Cocina,4,10600.0,42400.0,2024-06-15,La Plata
FAC01399,C0057,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-06-15,La Plata
FAC02141,C0161,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-06-15,Mendoza
FAC01399,C0057,Tarjeta Saludo,Regaleria,2,1800.0,3600.0,2024-06-15,La Plata
FAC01308,C0045,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-06-15,Córdoba
FAC01308,C0045,Vaso Bambu,Bano,3,7600.0,22800.0,2024-06-15,Córdoba
FAC02177,C0168,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-06-15,La Plata
FAC02177,C0168,Vaso Bambu,Bano,3,7600.0,22800.0,2024-06-15,La Plata
FAC01187,C0026,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-06-15,Mar del Plata
FAC02177,C0168,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-06-15,La Plata
FAC01827,C0117,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-06-16,Córdoba
FAC01150,C0025,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-06-16,Buenos Aires
FAC01150,C0025,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-06-16,Buenos Aires
FAC03193,C0319,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-06-16,Buenos Aires
FAC03193,C0319,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-06-16,Buenos Aires
FAC03193,C0319,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-06-16,Buenos Aires
FAC03193,C0319,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-06-16,Buenos Aires
FAC01531,C0073,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-06-16,Mar del Plata
FAC02932,C0273,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-06-16,Mar del Plata
FAC01531,C0073,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2024-06-16,Mar del Plata
FAC01531,C0073,Vela Aromatica Vainilla,Velas,1,5300.0,5300.0,2024-06-16,Mar del Plata
FAC01150,C0025,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-06-16,Buenos Aires
FAC02932,C0273,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-06-16,Mar del Plata
FAC01827,C0117,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-06-16,Córdoba
FAC01531,C0073,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-06-16,Mar del Plata
FAC01827,C0117,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-06-16,Córdoba
FAC01827,C0117,Espejo Redondo,Decoracion,1,30200.0,30200.0,2024-06-16,Córdoba
FAC02932,C0273,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-06-16,Mar del Plata
FAC01769,C0107,Set Velas x3,Velas,2,15100.0,30200.0,2024-06-16,Rosario
FAC02276,C0182,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-06-16,Rosario
FAC02276,C0182,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-06-16,Rosario
FAC02276,C0182,Perchero Entrada,Decoracion,4,33200.0,132800.0,2024-06-16,Rosario
FAC02276,C0182,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-06-16,Rosario
FAC01150,C0025,Vaso Bambu,Bano,3,7600.0,22800.0,2024-06-16,Buenos Aires
FAC01222,C0031,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-06-16,Buenos Aires
FAC03193,C0319,Cuadro Motivacional,Decoracion,2,25700.0,51400.0,2024-06-16,Buenos Aires
FAC03518,C0366,Cuadro Motivacional,Decoracion,2,25700.0,51400.0,2024-06-16,Buenos Aires
FAC02932,C0273,Salero Porcelana,Cocina,4,10600.0,42400.0,2024-06-16,Mar del Plata
FAC01769,C0107,Toallero Bambu,Bano,1,24200.0,24200.0,2024-06-16,Rosario
FAC01222,C0031,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-06-16,Buenos Aires
FAC01769,C0107,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-06-16,Rosario
FAC01769,C0107,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-06-16,Rosario
FAC02327,C0190,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-06-16,Mar del Plata
FAC01222,C0031,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-06-16,Buenos Aires
FAC01222,C0031,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-06-16,Buenos Aires
FAC02327,C0190,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-06-16,Mar del Plata
FAC03518,C0366,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-06-16,Buenos Aires
FAC01222,C0031,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-06-16,Buenos Aires
FAC03518,C0366,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-06-16,Buenos Aires
FAC02327,C0190,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-06-16,Mar del Plata
FAC01182,C0026,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-06-17,Rosario
FAC01182,C0026,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-06-17,Rosario
FAC03449,C0357,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-06-17,Córdoba
FAC01182,C0026,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-06-17,Rosario
FAC01182,C0026,Cesta Desayuno,Regaleria,4,27200.0,108800.0,2024-06-17,Rosario
FAC01289,C0040,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-06-17,Mar del Plata
FAC03449,C0357,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-06-17,Córdoba
FAC03182,C0318,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-06-17,Córdoba
FAC02336,C0193,Vaso Bambu,Bano,3,7600.0,22800.0,2024-06-17,Buenos Aires
FAC02336,C0193,Tarjeta Saludo,Regaleria,2,1800.0,3600.0,2024-06-17,Buenos Aires
FAC02336,C0193,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-06-17,Buenos Aires
FAC02336,C0193,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-06-17,Buenos Aires
FAC01289,C0040,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-06-17,Mar del Plata
FAC02336,C0193,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-06-17,Buenos Aires
FAC01289,C0040,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-06-17,Mar del Plata
FAC03182,C0318,Planta Artificial,Decoracion,1,16600.0,16600.0,2024-06-17,Córdoba
FAC03449,C0357,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-06-17,Córdoba
FAC02804,C0256,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-06-17,Mar del Plata
FAC03449,C0357,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2024-06-17,Córdoba
FAC02804,C0256,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-06-17,Mar del Plata
FAC01480,C0066,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-06-18,Buenos Aires
FAC01480,C0066,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-06-18,Buenos Aires
FAC03454,C0358,Set Velas x3,Velas,2,15100.0,30200.0,2024-06-18,Córdoba
FAC01480,C0066,Regadera Decorativa,Decoracion,2,21100.0,42200.0,2024-06-18,Buenos Aires
FAC01480,C0066,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-06-18,Buenos Aires
FAC01480,C0066,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-06-18,Buenos Aires
FAC03454,C0358,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-06-18,Córdoba
FAC03454,C0358,Guirnalda LED,Decoracion,1,16600.0,16600.0,2024-06-18,Córdoba
FAC02334,C0192,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-06-18,Buenos Aires
FAC02334,C0192,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-06-18,Buenos Aires
FAC02334,C0192,Esencia Jazmin,Aromatizacion,3,6000.0,18000.0,2024-06-18,Buenos Aires
FAC02334,C0192,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-06-18,Buenos Aires
FAC03788,C0400,Marco Foto 20x30,Decoracion,1,15100.0,15100.0,2024-06-18,Buenos Aires
FAC03788,C0400,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-06-18,Buenos Aires
FAC02546,C0223,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-06-18,Córdoba
FAC02546,C0223,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-06-18,Córdoba
FAC01683,C0094,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-06-18,Buenos Aires
FAC01683,C0094,Set Sal y Pimienta,Cocina,4,19600.0,78400.0,2024-06-18,Buenos Aires
FAC01722,C0100,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-06-19,Mendoza
FAC01794,C0113,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-06-19,Mar del Plata
FAC01794,C0113,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-06-19,Mar del Plata
FAC01630,C0087,Delantal de Cocina,Cocina,4,12800.0,51200.0,2024-06-19,Buenos Aires
FAC03532,C0369,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-06-19,Buenos Aires
FAC01602,C0082,Espejo Redondo,Decoracion,1,30200.0,30200.0,2024-06-19,Buenos Aires
FAC01630,C0087,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-06-19,Buenos Aires
FAC01630,C0087,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-06-19,Buenos Aires
FAC01630,C0087,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-06-19,Buenos Aires
FAC03275,C0333,Planta Artificial,Decoracion,3,16600.0,49800.0,2024-06-19,Buenos Aires
FAC03275,C0333,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-06-19,Buenos Aires
FAC03532,C0369,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-06-19,Buenos Aires
FAC01722,C0100,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-06-19,Mendoza
FAC01602,C0082,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-06-19,Buenos Aires
FAC01722,C0100,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-06-19,Mendoza
FAC03275,C0333,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-06-19,Buenos Aires
FAC01602,C0082,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-06-19,Buenos Aires
FAC01602,C0082,Aromatizador Hogar,Aromatizacion,2,11300.0,22600.0,2024-06-19,Buenos Aires
FAC01722,C0100,Tabla de Cortar Madera,Cocina,1,18100.0,18100.0,2024-06-19,Mendoza
FAC01602,C0082,Cuadro Motivacional,Decoracion,2,25700.0,51400.0,2024-06-19,Buenos Aires
FAC03177,C0317,Vaso Bambu,Bano,1,7600.0,7600.0,2024-06-20,Buenos Aires
FAC03177,C0317,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-06-20,Buenos Aires
FAC03108,C0303,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-06-20,Buenos Aires
FAC02947,C0276,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-06-20,Córdoba
FAC01997,C0142,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-06-20,Buenos Aires
FAC03108,C0303,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-06-20,Buenos Aires
FAC01997,C0142,Cuadro Motivacional,Decoracion,4,25700.0,102800.0,2024-06-20,Buenos Aires
FAC03627,C0383,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-06-20,Buenos Aires
FAC03108,C0303,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-06-20,Buenos Aires
FAC03108,C0303,Juego de Te x6,Cocina,3,33200.0,99600.0,2024-06-20,Buenos Aires
FAC01997,C0142,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-06-20,Buenos Aires
FAC03627,C0383,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-06-20,Buenos Aires
FAC02947,C0276,Perchero Entrada,Decoracion,4,33200.0,132800.0,2024-06-20,Córdoba
FAC02431,C0210,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-06-20,Buenos Aires
FAC02431,C0210,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-06-20,Buenos Aires
FAC02431,C0210,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-06-20,Buenos Aires
FAC02431,C0210,Cuadro Motivacional,Decoracion,3,25700.0,77100.0,2024-06-20,Buenos Aires
FAC02431,C0210,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-06-20,Buenos Aires
FAC03108,C0303,Espejo Redondo,Decoracion,1,30200.0,30200.0,2024-06-20,Buenos Aires
FAC01661,C0089,Set Velas x3,Velas,4,15100.0,60400.0,2024-06-20,Buenos Aires
FAC01997,C0142,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-06-20,Buenos Aires
FAC02257,C0178,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-06-20,Buenos Aires
FAC02947,C0276,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-06-20,Córdoba
FAC02947,C0276,Perchero Entrada,Decoracion,4,33200.0,132800.0,2024-06-20,Córdoba
FAC01661,C0089,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-06-20,Buenos Aires
FAC01661,C0089,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-06-20,Buenos Aires
FAC01661,C0089,Cuadro Motivacional,Decoracion,1,25700.0,25700.0,2024-06-20,Buenos Aires
FAC01661,C0089,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-06-20,Buenos Aires
FAC02257,C0178,Aromatizador Hogar,Aromatizacion,2,11300.0,22600.0,2024-06-20,Buenos Aires
FAC02257,C0178,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-06-20,Buenos Aires
FAC01997,C0142,Toallero Bambu,Bano,2,24200.0,48400.0,2024-06-20,Buenos Aires
FAC02269,C0182,Toallero Bambu,Bano,1,24200.0,24200.0,2024-06-20,Rosario
FAC02269,C0182,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-06-20,Rosario
FAC02257,C0178,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-06-20,Buenos Aires
FAC02870,C0267,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-06-21,Buenos Aires
FAC01689,C0095,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-06-21,Buenos Aires
FAC01689,C0095,Portavelas Cristal,Velas,4,13600.0,54400.0,2024-06-21,Buenos Aires
FAC03654,C0383,Mantel Navideno,Decoracion,4,22600.0,90400.0,2024-06-21,La Plata
FAC02870,C0267,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-06-21,Buenos Aires
FAC01530,C0073,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-06-21,Rosario
FAC01438,C0063,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-06-21,Mar del Plata
FAC03654,C0383,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-06-21,La Plata
FAC01648,C0089,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-06-21,Buenos Aires
FAC03654,C0383,Guirnalda LED,Decoracion,1,16600.0,16600.0,2024-06-21,La Plata
FAC01648,C0089,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-06-21,Buenos Aires
FAC03654,C0383,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-06-21,La Plata
FAC01530,C0073,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-06-21,Rosario
FAC01530,C0073,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-06-21,Rosario
FAC02085,C0153,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-06-21,Buenos Aires
FAC02085,C0153,Set Sal y Pimienta,Cocina,1,19600.0,19600.0,2024-06-21,Buenos Aires
FAC02094,C0154,Set Sal y Pimienta,Cocina,4,19600.0,78400.0,2024-06-21,Buenos Aires
FAC02094,C0154,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-06-21,Buenos Aires
FAC02094,C0154,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-06-21,Buenos Aires
FAC02094,C0154,Set Velas x3,Velas,1,15100.0,15100.0,2024-06-21,Buenos Aires
FAC01558,C0074,Salero Porcelana,Cocina,4,10600.0,42400.0,2024-06-21,Mar del Plata
FAC02094,C0154,Guirnalda LED,Decoracion,2,16600.0,33200.0,2024-06-21,Buenos Aires
FAC01438,C0063,Set Velas x3,Velas,1,15100.0,15100.0,2024-06-21,Mar del Plata
FAC01438,C0063,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-06-21,Mar del Plata
FAC01558,C0074,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-06-21,Mar del Plata
FAC02958,C0277,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-06-22,Mar del Plata
FAC02958,C0277,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-06-22,Mar del Plata
FAC02958,C0277,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-06-22,Mar del Plata
FAC02000,C0142,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-06-22,La Plata
FAC01228,C0032,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-06-22,Mar del Plata
FAC02000,C0142,Perchero Entrada,Decoracion,1,33200.0,33200.0,2024-06-22,La Plata
FAC01228,C0032,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2024-06-22,Mar del Plata
FAC02777,C0253,Cojin Decorativo,Decoracion,1,19600.0,19600.0,2024-06-22,Buenos Aires
FAC02000,C0142,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-06-22,La Plata
FAC02777,C0253,Cesta Desayuno,Regaleria,4,27200.0,108800.0,2024-06-22,Buenos Aires
FAC02777,C0253,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-06-22,Buenos Aires
FAC02000,C0142,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-06-22,La Plata
FAC02000,C0142,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-06-22,La Plata
FAC01228,C0032,Aromatizador Hogar,Aromatizacion,4,11300.0,45200.0,2024-06-22,Mar del Plata
FAC03211,C0321,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-06-22,Mendoza
FAC02958,C0277,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-06-22,Mar del Plata
FAC03201,C0320,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-06-22,Buenos Aires
FAC02958,C0277,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-06-22,Mar del Plata
FAC01037,C0006,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-06-22,La Plata
FAC01037,C0006,Esencia Rosa,Aromatizacion,3,6000.0,18000.0,2024-06-22,La Plata
FAC01037,C0006,Aromatizador Hogar,Aromatizacion,2,11300.0,22600.0,2024-06-22,La Plata
FAC01937,C0129,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-06-22,La Plata
FAC01937,C0129,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-06-22,La Plata
FAC01274,C0039,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-06-22,Córdoba
FAC01937,C0129,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-06-22,La Plata
FAC01937,C0129,Esencia Rosa,Aromatizacion,1,6000.0,6000.0,2024-06-22,La Plata
FAC01274,C0039,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-06-22,Córdoba
FAC03201,C0320,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-06-22,Buenos Aires
FAC01476,C0065,Album de Fotos,Regaleria,3,18100.0,54300.0,2024-06-22,Buenos Aires
FAC01274,C0039,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-06-22,Córdoba
FAC01476,C0065,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-06-22,Buenos Aires
FAC03201,C0320,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-06-22,Buenos Aires
FAC03211,C0321,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-06-22,Mendoza
FAC03211,C0321,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-06-22,Mendoza
FAC03211,C0321,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-06-22,Mendoza
FAC03201,C0320,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-06-22,Buenos Aires
FAC01476,C0065,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2024-06-22,Buenos Aires
FAC03201,C0320,Planta Artificial,Decoracion,1,16600.0,16600.0,2024-06-22,Buenos Aires
FAC01476,C0065,Salero Porcelana,Cocina,2,10600.0,21200.0,2024-06-22,Buenos Aires
FAC03127,C0306,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-06-23,Rosario
FAC03520,C0366,Set Sal y Pimienta,Cocina,4,19600.0,78400.0,2024-06-23,Buenos Aires
FAC03743,C0396,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-06-23,La Plata
FAC03743,C0396,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-06-23,La Plata
FAC03743,C0396,Set Velas x3,Velas,4,15100.0,60400.0,2024-06-23,La Plata
FAC03127,C0306,Vaso Bambu,Bano,4,7600.0,30400.0,2024-06-23,Rosario
FAC03127,C0306,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-06-23,Rosario
FAC02389,C0205,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-06-23,Rosario
FAC02863,C0264,Cojin Decorativo,Decoracion,4,19600.0,78400.0,2024-06-23,Buenos Aires
FAC02863,C0264,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2024-06-23,Buenos Aires
FAC03743,C0396,Servilletas Papel x20,Cocina,1,3800.0,3800.0,2024-06-23,La Plata
FAC03520,C0366,Esencia Rosa,Aromatizacion,3,6000.0,18000.0,2024-06-23,Buenos Aires
FAC03520,C0366,Guirnalda LED,Decoracion,1,16600.0,16600.0,2024-06-23,Buenos Aires
FAC03567,C0375,Cuadro Motivacional,Decoracion,3,25700.0,77100.0,2024-06-23,Córdoba
FAC03567,C0375,Tarjeta Saludo,Regaleria,3,1800.0,5400.0,2024-06-23,Córdoba
FAC03567,C0375,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-06-23,Córdoba
FAC03567,C0375,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-06-23,Córdoba
FAC03520,C0366,Espejo Redondo,Decoracion,3,30200.0,90600.0,2024-06-23,Buenos Aires
FAC03520,C0366,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-06-23,Buenos Aires
FAC02389,C0205,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-06-23,Rosario
FAC03127,C0306,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-06-23,Rosario
FAC03743,C0396,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-06-23,La Plata
FAC01000,C0001,Set Velas x3,Velas,1,15100.0,15100.0,2024-06-23,Buenos Aires
FAC01106,C0019,Vaso Bambu,Bano,2,7600.0,15200.0,2024-06-23,Buenos Aires
FAC02103,C0155,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-06-23,Córdoba
FAC02103,C0155,Esencia Rosa,Aromatizacion,2,6000.0,12000.0,2024-06-23,Córdoba
